region_from,region_to,SC,module_from,overlapping_from,module_to,overlapping_to
rh_R_PHA1,rh_R_EC,4.79564027,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_PFm,rh_R_EC,0.0,Fronto-parietal + somatomotor,Overlapping,Visual,Non-overlapping
rh_R_PGs,rh_R_EC,0.0,Visual + fronto-parietal,Overlapping,Visual,Non-overlapping
rh_R_A4,rh_R_EC,0.0,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_RSC,rh_R_FFC,2.613714108,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_POS2,rh_R_FFC,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_8BM,rh_R_FFC,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_9m,rh_R_FFC,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_PoI2,rh_R_FFC,1.993147431,Somatomotor + insula and post. temporal,Overlapping,Visual,Non-overlapping
rh_R_PeEc,rh_R_FFC,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_A5,rh_R_FFC,3.287948277,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_PHA1,rh_R_FFC,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_PFm,rh_R_FFC,0.0,Fronto-parietal + somatomotor,Overlapping,Visual,Non-overlapping
rh_R_PGs,rh_R_FFC,0.0,Visual + fronto-parietal,Overlapping,Visual,Non-overlapping
rh_R_A4,rh_R_FFC,3.170820981,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_RSC,rh_R_FST,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_POS2,rh_R_FST,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_8BM,rh_R_FST,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_9m,rh_R_FST,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_PoI2,rh_R_FST,0.0,Somatomotor + insula and post. temporal,Overlapping,Visual,Non-overlapping
rh_R_PeEc,rh_R_FST,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_A5,rh_R_FST,0.0,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_PHA1,rh_R_FST,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_PFm,rh_R_FST,0.0,Fronto-parietal + somatomotor,Overlapping,Visual,Non-overlapping
rh_R_PGs,rh_R_FST,6.585738768,Visual + fronto-parietal,Overlapping,Visual,Non-overlapping
rh_R_A4,rh_R_FST,0.0,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_RSC,rh_R_H,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_POS2,rh_R_H,4.994312427,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_8BM,rh_R_H,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_9m,rh_R_H,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_PoI2,rh_R_H,0.0,Somatomotor + insula and post. temporal,Overlapping,Visual,Non-overlapping
rh_R_PeEc,rh_R_H,7.152216709,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_A5,rh_R_H,0.0,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_PHA1,rh_R_H,5.239550507,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_PFm,rh_R_H,0.0,Fronto-parietal + somatomotor,Overlapping,Visual,Non-overlapping
rh_R_PGs,rh_R_H,0.0,Visual + fronto-parietal,Overlapping,Visual,Non-overlapping
rh_R_A4,rh_R_H,0.0,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_RSC,rh_R_IP0,3.997368773,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_POS2,rh_R_IP0,6.693315855,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_8BM,rh_R_IP0,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_9m,rh_R_IP0,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_PoI2,rh_R_IP0,2.808547421,Somatomotor + insula and post. temporal,Overlapping,Visual,Non-overlapping
rh_R_PeEc,rh_R_IP0,3.201166036,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_A5,rh_R_IP0,4.905553568,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_PHA1,rh_R_IP0,2.778549427,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_PFm,rh_R_IP0,0.0,Fronto-parietal + somatomotor,Overlapping,Visual,Non-overlapping
rh_R_PGs,rh_R_IP0,5.758407635,Visual + fronto-parietal,Overlapping,Visual,Non-overlapping
rh_R_A4,rh_R_IP0,4.980190515,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_RSC,rh_R_IPS1,4.039411907,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_POS2,rh_R_IPS1,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_8BM,rh_R_IPS1,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_9m,rh_R_IPS1,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_PoI2,rh_R_IPS1,0.0,Somatomotor + insula and post. temporal,Overlapping,Visual,Non-overlapping
rh_R_PeEc,rh_R_IPS1,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_A5,rh_R_IPS1,0.0,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_PHA1,rh_R_IPS1,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_PFm,rh_R_IPS1,0.0,Fronto-parietal + somatomotor,Overlapping,Visual,Non-overlapping
rh_R_PGs,rh_R_IPS1,0.0,Visual + fronto-parietal,Overlapping,Visual,Non-overlapping
rh_R_A4,rh_R_IPS1,4.362995851,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_RSC,rh_R_LO1,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_POS2,rh_R_LO1,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_8BM,rh_R_LO1,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_9m,rh_R_LO1,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_PoI2,rh_R_LO1,0.0,Somatomotor + insula and post. temporal,Overlapping,Visual,Non-overlapping
rh_R_PeEc,rh_R_LO1,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_A5,rh_R_LO1,0.0,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_PHA1,rh_R_LO1,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_PFm,rh_R_LO1,0.0,Fronto-parietal + somatomotor,Overlapping,Visual,Non-overlapping
rh_R_PGs,rh_R_LO1,0.0,Visual + fronto-parietal,Overlapping,Visual,Non-overlapping
rh_R_A4,rh_R_LO1,0.0,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_RSC,rh_R_LO2,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_POS2,rh_R_LO2,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_8BM,rh_R_LO2,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_9m,rh_R_LO2,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_PoI2,rh_R_LO2,0.0,Somatomotor + insula and post. temporal,Overlapping,Visual,Non-overlapping
rh_R_PeEc,rh_R_LO2,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_A5,rh_R_LO2,0.0,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_PHA1,rh_R_LO2,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_PFm,rh_R_LO2,0.0,Fronto-parietal + somatomotor,Overlapping,Visual,Non-overlapping
rh_R_PGs,rh_R_LO2,0.0,Visual + fronto-parietal,Overlapping,Visual,Non-overlapping
rh_R_A4,rh_R_LO2,0.0,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_RSC,rh_R_LO3,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_POS2,rh_R_LO3,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_8BM,rh_R_LO3,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_9m,rh_R_LO3,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_PoI2,rh_R_LO3,0.0,Somatomotor + insula and post. temporal,Overlapping,Visual,Non-overlapping
rh_R_PeEc,rh_R_LO3,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_A5,rh_R_LO3,4.386760484,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_PHA1,rh_R_LO3,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_PFm,rh_R_LO3,0.0,Fronto-parietal + somatomotor,Overlapping,Visual,Non-overlapping
rh_R_PGs,rh_R_LO3,0.0,Visual + fronto-parietal,Overlapping,Visual,Non-overlapping
rh_R_A4,rh_R_LO3,0.0,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_RSC,rh_R_MBelt,3.754173151,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_POS2,rh_R_MBelt,4.223183209,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_8BM,rh_R_MBelt,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_9m,rh_R_MBelt,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_PoI2,rh_R_MBelt,4.808256142,Somatomotor + insula and post. temporal,Overlapping,Visual,Non-overlapping
rh_R_PeEc,rh_R_MBelt,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_A5,rh_R_MBelt,4.867404932,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_PHA1,rh_R_MBelt,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_PFm,rh_R_MBelt,0.0,Fronto-parietal + somatomotor,Overlapping,Visual,Non-overlapping
rh_R_PGs,rh_R_MBelt,4.129763605,Visual + fronto-parietal,Overlapping,Visual,Non-overlapping
rh_R_A4,rh_R_MBelt,6.444576362,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_RSC,rh_R_MIP,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_POS2,rh_R_MIP,6.099976026,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_8BM,rh_R_MIP,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_9m,rh_R_MIP,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_PoI2,rh_R_MIP,0.0,Somatomotor + insula and post. temporal,Overlapping,Visual,Non-overlapping
rh_R_PeEc,rh_R_MIP,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_A5,rh_R_MIP,0.0,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_PHA1,rh_R_MIP,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_PFm,rh_R_MIP,0.0,Fronto-parietal + somatomotor,Overlapping,Visual,Non-overlapping
rh_R_PGs,rh_R_MIP,7.207760171,Visual + fronto-parietal,Overlapping,Visual,Non-overlapping
rh_R_A4,rh_R_MIP,5.535919699,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_RSC,rh_R_MST,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_POS2,rh_R_MST,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_8BM,rh_R_MST,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_9m,rh_R_MST,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_PoI2,rh_R_MST,0.0,Somatomotor + insula and post. temporal,Overlapping,Visual,Non-overlapping
rh_R_PeEc,rh_R_MST,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_A5,rh_R_MST,0.0,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_PHA1,rh_R_MST,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_PFm,rh_R_MST,0.0,Fronto-parietal + somatomotor,Overlapping,Visual,Non-overlapping
rh_R_PGs,rh_R_MST,0.0,Visual + fronto-parietal,Overlapping,Visual,Non-overlapping
rh_R_A4,rh_R_MST,0.0,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_RSC,rh_R_MT,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_POS2,rh_R_MT,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_8BM,rh_R_MT,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_9m,rh_R_MT,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_PoI2,rh_R_MT,0.0,Somatomotor + insula and post. temporal,Overlapping,Visual,Non-overlapping
rh_R_PeEc,rh_R_MT,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_A5,rh_R_MT,4.149801714,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_PHA1,rh_R_MT,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_PFm,rh_R_MT,0.0,Fronto-parietal + somatomotor,Overlapping,Visual,Non-overlapping
rh_R_PGs,rh_R_MT,0.0,Visual + fronto-parietal,Overlapping,Visual,Non-overlapping
rh_R_A4,rh_R_MT,3.445026978,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_RSC,rh_R_OFC,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_POS2,rh_R_OFC,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_8BM,rh_R_OFC,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_9m,rh_R_OFC,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_PoI2,rh_R_OFC,0.0,Somatomotor + insula and post. temporal,Overlapping,Visual,Non-overlapping
rh_R_PeEc,rh_R_OFC,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_A5,rh_R_OFC,0.0,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_PHA1,rh_R_OFC,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_PFm,rh_R_OFC,0.0,Fronto-parietal + somatomotor,Overlapping,Visual,Non-overlapping
rh_R_PGs,rh_R_OFC,0.0,Visual + fronto-parietal,Overlapping,Visual,Non-overlapping
rh_R_A4,rh_R_OFC,0.0,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_RSC,rh_R_PGp,4.3716048,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_POS2,rh_R_PGp,6.655455225,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_8BM,rh_R_PGp,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_9m,rh_R_PGp,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_PoI2,rh_R_PGp,4.103743109,Somatomotor + insula and post. temporal,Overlapping,Visual,Non-overlapping
rh_R_PeEc,rh_R_PGp,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_A5,rh_R_PGp,6.315568316,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_PHA1,rh_R_PGp,3.733294802,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_PFm,rh_R_PGp,0.0,Fronto-parietal + somatomotor,Overlapping,Visual,Non-overlapping
rh_R_PGs,rh_R_PGp,7.818939124,Visual + fronto-parietal,Overlapping,Visual,Non-overlapping
rh_R_A4,rh_R_PGp,6.106616843,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_RSC,rh_R_PH,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_POS2,rh_R_PH,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_8BM,rh_R_PH,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_9m,rh_R_PH,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_PoI2,rh_R_PH,0.0,Somatomotor + insula and post. temporal,Overlapping,Visual,Non-overlapping
rh_R_PeEc,rh_R_PH,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_A5,rh_R_PH,3.791050615,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_PHA1,rh_R_PH,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_PFm,rh_R_PH,0.0,Fronto-parietal + somatomotor,Overlapping,Visual,Non-overlapping
rh_R_PGs,rh_R_PH,6.875357379,Visual + fronto-parietal,Overlapping,Visual,Non-overlapping
rh_R_A4,rh_R_PH,3.6776178,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_RSC,rh_R_PHA2,4.012864254,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_POS2,rh_R_PHA2,5.546544854,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_8BM,rh_R_PHA2,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_9m,rh_R_PHA2,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_PoI2,rh_R_PHA2,0.0,Somatomotor + insula and post. temporal,Overlapping,Visual,Non-overlapping
rh_R_PeEc,rh_R_PHA2,7.303675962,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_A5,rh_R_PHA2,0.0,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_PHA1,rh_R_PHA2,6.417323507,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_PFm,rh_R_PHA2,0.0,Fronto-parietal + somatomotor,Overlapping,Visual,Non-overlapping
rh_R_PGs,rh_R_PHA2,0.0,Visual + fronto-parietal,Overlapping,Visual,Non-overlapping
rh_R_A4,rh_R_PHA2,0.0,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_RSC,rh_R_PHA3,2.965294007,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_POS2,rh_R_PHA3,4.354216662,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_8BM,rh_R_PHA3,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_9m,rh_R_PHA3,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_PoI2,rh_R_PHA3,0.0,Somatomotor + insula and post. temporal,Overlapping,Visual,Non-overlapping
rh_R_PeEc,rh_R_PHA3,6.089548537,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_A5,rh_R_PHA3,2.838024065,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_PHA1,rh_R_PHA3,5.04168851,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_PFm,rh_R_PHA3,0.0,Fronto-parietal + somatomotor,Overlapping,Visual,Non-overlapping
rh_R_PGs,rh_R_PHA3,0.0,Visual + fronto-parietal,Overlapping,Visual,Non-overlapping
rh_R_A4,rh_R_PHA3,2.758982884,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_RSC,rh_R_PI,3.032849727,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_POS2,rh_R_PI,3.743143192,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_8BM,rh_R_PI,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_9m,rh_R_PI,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_PoI2,rh_R_PI,0.0,Somatomotor + insula and post. temporal,Overlapping,Visual,Non-overlapping
rh_R_PeEc,rh_R_PI,1.779785998,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_A5,rh_R_PI,6.038031544,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_PHA1,rh_R_PI,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_PFm,rh_R_PI,0.0,Fronto-parietal + somatomotor,Overlapping,Visual,Non-overlapping
rh_R_PGs,rh_R_PI,4.530337086,Visual + fronto-parietal,Overlapping,Visual,Non-overlapping
rh_R_A4,rh_R_PI,5.305055245,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_RSC,rh_R_PIT,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_POS2,rh_R_PIT,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_8BM,rh_R_PIT,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_9m,rh_R_PIT,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_PoI2,rh_R_PIT,2.527424231,Somatomotor + insula and post. temporal,Overlapping,Visual,Non-overlapping
rh_R_PeEc,rh_R_PIT,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_A5,rh_R_PIT,3.151601303,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_PHA1,rh_R_PIT,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_PFm,rh_R_PIT,0.0,Fronto-parietal + somatomotor,Overlapping,Visual,Non-overlapping
rh_R_PGs,rh_R_PIT,0.0,Visual + fronto-parietal,Overlapping,Visual,Non-overlapping
rh_R_A4,rh_R_PIT,0.0,Insula and post. temporal + visual,Overlapping,Visual,Non-overlapping
rh_R_RSC,rh_R_Pir,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_POS2,rh_R_Pir,0.0,Cingulate and adj. cortex + visual,Overlapping,Visual,Non-overlapping
rh_R_8BM,rh_R_Pir,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
rh_R_9m,rh_R_Pir,0.0,Anterior frontal + cingulate and adj. cortex,Overlapping,Visual,Non-overlapping
